H00744,Radix Sophorae Tonkinensis,,,,,
H00746,Diphylleia grayi,,,,,
H00747,Ixeris chinensis,,,,,
H00748,Crataegus pinnatifida var. major,,,,,
H00749,Ephedra gerardiana,,,,,
H00750,Desmodium racemosum,,,,,
H00751,Rhizoma Kaempferiae,,,,,
H00752,Prunus davidiana,,,,,
H00753,Prunus davidiana,,,,,
H00754,Lactuca indica,,,,,
H00755,Sanguis Naemorhedi,,,,,
H00756,Vicia amoena,,,,,
H00757,Crataegus pinnatifida,,,,,
H00758,Semen Crataegi,,,,,
H00759,NA,,,,,
H00760,Fructus Corni,,,,,
H00761,Garcinia multiflora,,,,,
H00762,NA,,,,,
H00763,Fructus Cnidii,,,,,
H00764,Rhizoma Belamcandae,,,,,
H00765,Ampelopsis brevipedunculata,,,,,
H00766,"Moschus moschiferus, Moschus berezovskii, Moschus sifanicus",,,,,
H00767,Thymus vulgaris,,,,,
H00768,Andrographis elongata,,,,,
H00769,Rhodiola coccinea,,,,,
H00770,Rhodiola sacra,,,,,
H00771,Radix Rehmanniae,,,,,
H00772,Ageratum conyzoides,,,,,
H00773,Sophora Japonica L,,,,,
H00774,NA,,,,,
H00775,Rhizoma Cimicifugae,,,,,
H00776,Rhizoma Acori Talarinowii,,,,,
H00777,Calyx Kaki,,,,,
H00778,Herba Dendrobii,,,,,
H00779,Evodia rutaecarpa var. officinalis,,,,,
H00780,Concha Haliotidis,,,,,
H00781,Fructus Quisqualis,,,,,
H00782,Pericarpium Grati,,,,,
H00783,Gentianopsis paludosa,,,,,
H00784,Psilotum nudum,,,,,
H00785,Diospyros kaki,,,,,
H00787,Rhamnus davurica,,,,,
H00788,Geranium sibiricum,,,,,
H00789,Ephedra procera,,,,,
H00790,Flos Lonicerae,,,,,
H00791,Ephedra distachya,,,,,
H00793,Fructus Polygoni Orientalis,,,,,
H00794,Veronica anagalis aquatica L.,,,,,
H00795,Saussurea medusa,,,,,
H00796,Oldenlandia corymbosa,,,,,
H00797,Schnabelia tetradonta,,,,,
H00798,Folium Llicis Chinensis,,,,,
H00799,Rhodiola quadrifida,,,,,
H00800,Lignum Pini Nodi,,,,,
H00801,Folium Pini,,,,,
H00802,Cola acuminata,,,,,
H00803,Styrax,,,,,
H00804,Caesalpinia sappan,,,,,
H00805,Tamarindus indica,,,,,
H00806,Rumex acetosa,,,,,
H00807,Ziziphus jujuba var. spinosa,,,,,
H00808,Semen Aesculi,,,,,
H00809,Cephalotaxus wilsoniana,,,,,
H00810,Hibiscus taiwanensis,,,,,
H00811,Goniothalamus amuyon,,,,,
H00812,Ajuga taiwanensis,,,,,
H00813,Taraxacum formosanum,,,,,
H00814,Radix Pseudostellariae,,,,,
H00815,Lignum Santaii Albi,,,,,
H00816,Prunus persica,,,,,
H00817,Prunus persica,,,,,
H00818,Rhodomyrtus tomentosa,,,,,
H00819,Prunus persica,,,,,
H00820,Semen Persicae,,,,,
H00821,Prunus persica,,,,,
H00822,Prunus persica,,,,,
H00823,Garcinia morella,,,,,
H00824,Garcinia cambogia,,,,,
H00825,Radix Asparagi,,,,,
H00826,Semen Cucumis,,,,,
H00827,Radix Semiaquilegiae,,,,,
H00828,Gastrodia elata,,,,,
H00829,Asparagus cochinchinensis [Syn. Asparagus lucidus ],,,,,
H00830,Rheum wittrocki,,,,,
H00831,Garcinia dulcis,,,,,
H00832,Concretio Silicea Bambusae,,,,,
H00833,Radix Smilacis,,,,,
H00834,Herba Acalyphae,,,,,
H00835,Semen Lepiddi seu Descurainiae;Semen Lepidii；Semen Descurainiae,,,,,
H00836,Cinchona cuprea,,,,,
H00838,Rhizoma Smilacis Glabrae,,,,,
H00839,NA,,,,,
H00840,Senecio chrysanthemoides,,,,,
H00841,Semen Cuseutae,,,,,
H00842,Origanum vulgare,,,,,
H00843,Concha Arcae,,,,,
H00844,Hypericum curvisepalum,,,,,
H00845,Herba Artemisiae,,,,,
H00846,Tagetes erecta,,,,,
H00847,Semen Vaccariae,,,,,
H00848,Magnolia biondii,,,,,
H00849,Trichosanthes cucumeroides,,,,,
H00850,Cassia occidentalis,,,,,
H00851,Herba Potentillae Chinensis,,,,,
H00852,Radix Clematidis,,,,,
H00853,Rabdosia excisa,,,,,
H00854,Equisetum arvense,,,,,
H00856,Diphylleia sinensis,,,,,
H00858,Ficus carica,,,,,
H00859,NA,,,,,
H00860,Sapindus mukorossi,,,,,
H00861,Gallus domesticus,,,,,
H00862,NA,,,,,
H00863,Aquilegia ecalcarata,,,,,
H00864,Fructus Mume,,,,,
H00865,Firmiana simplex,,,,,
H00866,NA,,,,,
H00867,NA,,,,,
H00868,Firmiana simplex,,,,,
H00869,NA,,,,,
H00870,Aconitum carmichaeli,,,,,
H00871,Schisandra chinensis,,,,,
H00872,Radix Linderae,,,,,
H00873,Fructus Evodiae,,,,,
H00874,Sepiella maindronide Rochebrune,,,,,
H00875,NA,,,,,
H00876,Fructus Evodiae,,,,,
H00877,NA,,,,,
H00878,Lysimachia capillipes,,,,,
H00880,Cacumen Tamaricis,,,,,
H00881,Stigma Croci,,,,,
H00882,Rabdosia serra,,,,,
H00883,Rhinoceros sumatrensis,,,,,
H00884,Cinnamomum zeylanicum,,,,,
H00885,Rhodiola himalansis,,,,,
H00886,Camptotheca acuminata,,,,,
H00887,Isodon shikokiana var. occidentalis,,,,,
H00888,Siegesbeckia orientalis,,,,,
H00889,Herba Asari,,,,,
H00890,Radix Pacis quinquefolii,,,,,
H00891,Picrorhiza scrophulariiflora,,,,,
H00892,Ephedra intermedia var. tibetica,,,,,
H00893,Lonicera similis,,,,,
H00894,Ephedra regeliana,,,,,
H00895,Isodon lophanthoides var. gerardiana,,,,,
H00896,Spica Prunellae,,,,,
H00900,Rhodiola kirilowii,,,,,
H00903,Typha angustifolia,,,,,
H00904,Ampelopsis grossedentata,,,,,
H00905,Herba Agrimoniae,,,,,
H00906,Berberis diaphana,,,,,
H00907,Rabdosia nervosa,,,,,
H00908,Rhizoma Curculiginis,,,,,
H00909,Opuntia dillenii,,,,,
H00910,Rhizoma Cyperi,,,,,
H00912,Herba Elsholtziae,,,,,
H00913,Abrus Precatorius,,,,,
H00914,Berberis amurensis,,,,,
H00915,Herba Plantaginis minutae,,,,,
H00916,Radix Glycyrrhizae,,,,,
H00917,Coffea arabica,,,,,
H00919,Herba Cirsii,,,,,
H00921,Piptanthus nanus,,,,,
H00922,Medulla Stachyuri Medulla Helwingiae,,,,,
H00923,Bupleurum smithii var. parvifolium,,,,,
H00924,Murraya paniculata var. exotica,,,,,
H00925,Gnetum parvifolium,,,,,
H00926,Bulbus Allii Macrostemi,,,,,
H00927,Valeriana officinalis,,,,,
H00928,Semen Sojae,,,,,
H00929,Bupleurum sibiricum,,,,,
H00930,Cimicifuga dahurica,,,,,
H00931,Selenarctos thibetanus,,,,,
H00932,Salvia staminea,,,,,
H00933,Radix Dipsaci,,,,,
H00934,NA,,,,,
H00935,Flos Inulae,,,,,
H00936,caulis rubi corchorfolii,,,,,
H00937,Radix Scrophulariae,,,,,
H00938,Aconitum nagarum var. lasiandrum,,,,,
H00939,Saussurea involucrata,,,,,
H00940,Fructus Bruceae,,,,,
H00941,Cryptotaenia japonica,,,,,
H00942,Artemisia lactiflora,,,,,
H00943,Semen Lini,,,,,
H00944,Herba Commelie,,,,,
H00945,Nicotiana tabacum,,,,,
H00946,Rhizoma Corydalis,,,,,
H00948,NA,,,,,
H00949,Flos Daturae,,,,,
H00951,Myrica rubra,,,,,
H00952,Syzygium samarangense,,,,,
H00953,Achillea millefolium,,,,,
H00955,Taraxacum officinale,,,,,
H00957,Chrysanthemum indicum,,,,,
H00958,Flos Chrysanthemi Indici,,,,,
H00959,Crataegus cuneata,,,,,
H00960,Phyllanthus urinaria,,,,,
H00963,Evodia baberi,,,,,
H00964,Coix lacryma-jobi,,,,,
H00965,Leonurus japonicus,,,,,
H00967,NA,,,,,
H00968,Alpinia oxyphylla,,,,,
H00969,Ephedra minuta var. dioeca,,,,,
H00970,Urtica dioica,,,,,
H00971,Acer saccharinum,,,,,
H00972,Populus alba,,,,,
H00973,Radix Stellariae,,,,,
H00974,Herba Artemisiae Scopariae,,,,,
H00975,Rauwolfia serpentina,,,,,
H00976,Siphonostegia chinensis,,,,,
H00977,Rhododendron mucronulatum,,,,,
H00978,Papaver somniferum,,,,,
H00979,pericarpium papaveris,,,,,
H00980,NA,,,,,
H00981,Ardisia colorata,,,,,
H00982,Astragalus oleifolius,,,,,
H00983,Fructus Phyllanthi,,,,,
H00984,Semen Pruni,,,,,
H00985,Limonitum,,,,,
H00986,Stigma Maydis,,,,,
H00987,Herba Houttuyniae,,,,,
H00988,Syringa pinnafolia,,,,,
H00990,Fructus Akebiae,,,,,
H00991,Radix Echinopsis,,,,,
H00992,Hypericum sampsonii,,,,,
H00993,Rhodiola juparensis,,,,,
H00994,Angelica archangelica,,,,,
H00995,Glycyrrhiza squamulosa,,,,,
H00996,Flos Genkwa,,,,,
H00997,Daphne genkwa,,,,,
H00998,Caulis Genkwa,,,,,
H00999,Coriandri Sativi Herba,,,,,
H01000,Drosera rotundifolia,,,,,
H01001,Polygala tenuifolia,,,,,
H01002,Flos Rosae chinensis,,,,,
H01003,Glycyrrhiza yunnanensis,,,,,
H01004,Pueraria peduncularis,,,,,
H01005,Rhodiola yunnanesis,,,,,
H01006,Coptis teetoides [Syn. Coptis teeta],,,,,
H01007,Rauvolfia yunnanensis,,,,,
H01008,Crataegus scabrifolia,,,,,
H01009,Gmelina arborea,,,,,
H01010,NA,,,,,
H01011,Trifolium hybridum,,,,,
H01012,Crocus sativus,,,,,
H01013,Ephedra saxatilis,,,,,
H01015,Terra Flava Usta,,,,,
H01016,Spi gleditsiae,,,,,
H01017,Herba Lycopi,,,,,
H01018,Rhizoma Alismatis,,,,,
H01019,Pterospermum lanceaefolium,,,,,
H01020,Hypericum lancasteri,,,,,
H01021,Scutellaria viscidula,,,,,
H01022,Glycyrrhiza inflata,,,,,
H01023,Rheum palmatum,,,,,
H01024,Rhododendron micranthum,,,,,
H01025,Margarita,,,,,
H01026,Sorbaria sorbifolia,,,,,
H01027,Radix Glycyrrhizae Praeparata,,,,,
H01028,Radix Glycyrrhizae Preparata,,,,,
H01030,Poncirus trifoliata,,,,,
H01031,Magnoliae Officinalis Praeparata,,,,,
H01032,Fructus Aurantii,,,,,
H01034,Semen Strychni Praeparata,,,,,
H01035,Anemarrhena asphodeloides,,,,,
H01036,Fructus Aurantii,,,,,
H01037,Rhizoma Cimicifugae Praeparata,,,,,
H01038,Fructus Aurantii Immaturus,,,,,
H01039,Valeriana jatamansi,,,,,
H01040,Fructus Gardeniae,,,,,
H01041,NA,,,,,
H01042,Hippophae rhamnoides subsp. sinensis,,,,,
H01043,Inula britannica var. chinensis,,,,,
H01045,Herba Sarcatidrae,,,,,
H01046,Ephedra intermedia,,,,,
H01047,Hippophae rhamnoides subsp. turkestanica,,,,,
H01048,Isodon rugosus,,,,,
H01050,Citrus decumana,,,,,
H01051,Radix Boehmeriae,,,,,
H01052,Rhizoma Panacis Majoris,,,,,
H01053,Aconitum soongaricum,,,,,
H01054,Radix Arnebiae seu Lithospermi,,,,,
H01055,NA,,,,,
H01056,Ceratostigma willmottianum,,,,,
H01057,Ardisia japonica,,,,,
H01058,Cuminum cyminum,,,,,
H01059,NA,,,,,
H01060,Fructus Perillae,,,,,
H01061,Amorpha fruticosa,,,,,
H01062,radix asteris,,,,,
H01063,Lagerstroemia indica,,,,,
H01064,Campsis grandiflora,,,,,
H01065,Plumbago indica,,,,,
H01066,Trachycarpus fortunei,,,,,
H01067,Cimicifuga racemosa,,,,,
H01068,Oxalis corniculata [Syn. Oxalis repens],,,,,
H01069,Serenoa repens,,,,,
H01070,Uvaria chamae,,,,,
H01071,Syzygium aromaticum,,,,,
H01072,Hibiscus sabdariffa,,,,,
H01073,Moringa oleifera,,,,,
H01075,Stevia rebaudiana,,,,,
H01076,Centella asiatica,,,,,
H01077,Andrographis paniculata,,,,,
H01079,Ulmus rubra,,,,,
H01080,cnicus benedictus,,,,,
H01081,Laminaria digitata,,,,,
H01082,Kaempferia galanga,,,,,
H01083,Angelica sinensis,,,,,
H01084,Myristica fragrans,,,,,
H01085,Aronia melanocarpa,,,,,
H01086,Rhodiola rosea,,,,,
H01087,Melilotus officinalis,,,,,
H01090,Sutherlandia frutescens,,,,,
H01091,Cassia auriculata L.,,,,,
H01092,Ligusticum chuanxiong,,,,,
H01093,Nigella sativa,,,,,
H01094,Actaea racemosa,,,,,
H01095,Caulophyllum thalictroides,,,,,
H01096,Eugenia jambolana,,,,,
H01097,Angelicae Tenuissima Radix,,,,,
H01098,Citrus grandis,,,,,
H01099,Echinacea purpurea,,,,,
H01100,Rehmannia glutinosa,,,,,
H01101,Fucus vesiculosus,,,,,
H01102,Ginkgo biloba,,,,,
H01103,Kaempferia parviflora,,,,,
H01104,Polygonum Capitatum,,,,,
H01105,Phyllanthus Amarus,,,,,
H01106,Silybum Marianum,,,,,
H01107,Colubrina arborescens,,,,,
H01108,Anthemis nobilis,,,,,
H01109,Holothuria leucospilota,,,,,
H01110,Anthemis altissima,,,,,
H01111,Saussurea lappa,,,,,
H01112,Acorus gramineus,,,,,
H01113,Bacopa monnieri,,,,,
H01114,Clonorchis sinensis,,,,,
H01115,Lepidium meyenii,,,,,
H01116,Mucuna pruriens,,,,,
H01117,Peganum harmala,,,,,
H01118,Vitex agnus-castus,,,,,
H01119,Cyperus rotundus,,,,,
H01120,Lespedeza bicolor,,,,,
H01121,Terminalia chebula,,,,,
H01122,Alisma orientalis,,,,,
H01123,Galanthus nivalis,,,,,
H01124,Galanthus woronowii,,,,,
H01125,Lycoris radiata [Syn. Amaryllis radiata],,,,,
H01126,Aframomum melegueta,,,,,
H01127,Commiphora mukul,,,,,
H01128,Pseudolarix kaempferi,,,,,
H01129,Scrophularia buergeriana,,,,,
H01130,Morinda lucida,,,,,
H01131,Paeonia lactiflora wild,,,,,
H01132,Phellodendron wilsonii,,,,,
H01133,Peltophorum pterocarpum,,,,,
H01134,Mentha spicata,,,,,
H01135,Atractylodes lancea,,,,,
H01136,Marsdenia tenacissima,,,,,
H01137,Stephania tetrandra,,,,,
H01138,Uncaria tomentosa,,,,,
H01139,Oenothera biennis,,,,,
H01140,Garcinia kola,,,,,
H01141,Azadirachta indica,,,,,
H01142,Cola nitida,,,,,
H01143,Crataegus oxyacantha,,,,,
H01144,Psidium guajava,,,,,
H01145,Camellia japonica,,,,,
H01146,Citrus wilsonii,,,,,
H01147,Croton tonkinensis,,,,,
H01148,Piper longum,,,,,
H01149,Scutellaria baicalensis,,,,,
H01150,Abelmoschus moschatus [Syn. Hibiscus abelmoschus],,,,,
H01151,Asparagus falcatus,,,,,
H01152,Barleria prionitis,,,,,
H01153,Pistacia atlantica,,,,,
H01154,Solanum xanthocarpum,,,,,
H01155,Eclipta prostrata,,,,,
